Date,Close,Streak,Breakout_Magnitude_Pct,Peak_Excursion_Pct,Days_To_Peak,Velocity_Pct_Per_Day,Days_To_Recovery,Max_Adverse_Pct
2008-01-31,5137.4501953125,0,0.0933405549613496,0.9090150470969057,1,0.9090150470969057,1.0,0.9090150470969057
2008-02-06,5322.5498046875,4,1.6700761574212308,16.04494145358477,28,0.5730336233423132,,57.67536082018373
2008-02-07,5133.25,3,2.3549292718724613,6.421855595261286,2,3.210927797630643,5.0,6.421855595261286
2008-02-11,4857.0,1,3.5208819585837015,0.7525181117459337,1,0.7525181117459337,2.0,0.7525181117459337
2008-02-20,5154.4501953125,0,2.0438959461706574,1.926496313012288,3,0.6421654376707627,1.0,0.6673920461251911
2008-02-22,5110.75,0,0.1816350434518402,1.0879048604656851,1,1.0879048604656851,1.0,1.0879048604656851
2008-02-29,5223.5,2,0.06982585944423474,14.452956739973196,11,1.3139051581793815,39.0,14.452956739973196
2008-03-03,4953.0,1,2.850924218073383,9.780944787250151,10,0.9780944787250151,29.0,9.780944787250151
2008-03-04,4864.25,0,1.454600490848281,5.011050007709308,3,1.6703500025697693,1.0,0.3494886159222902
2008-03-07,4771.60009765625,0,1.560676720692145,3.1666546769178847,1,3.1666546769178847,1.0,3.1666546769178847
2008-03-13,4623.60009765625,0,4.761314225114578,3.3534537956114887,3,1.1178179318704962,1.0,0.3471384338988585
2008-03-17,4503.10009765625,0,2.2669251871132867,0.7672557176051351,1,0.7672557176051351,1.0,0.7672557176051351
2008-03-31,4734.5,0,1.2895242506687161,2.2336043932833456,1,2.2336043932833456,1.0,2.2336043932833456
2008-04-04,4647.0,0,1.9247856053596961,0.3916547302022811,1,0.3916547302022811,1.0,0.3916547302022811
2008-04-24,4999.85009765625,0,0.07394164494543425,0.014004326106261195,1,0.014004326106261195,1.0,0.014004326106261195
2008-05-05,5192.25,4,0.10293399945606659,27.002745415342577,51,0.5294655963792663,,56.613221628388466
2008-05-06,5144.64990234375,3,0.7322616948520181,26.32734932176488,50,0.5265469864352976,8.0,4.487187700587391
2008-05-08,5081.7001953125,1,0.38323557338887526,3.3040199966907915,2,1.6520099983453957,5.0,3.3040199966907915
2008-05-09,4982.60009765625,0,1.5773013970623553,1.380811054877006,1,1.380811054877006,1.0,1.380811054877006
2008-05-20,5104.9501953125,0,0.028390001938246343,25.754418629742233,41,0.6281565519449325,1.0,1.1018716705924032
2008-05-22,5025.4501953125,3,0.4605145700983913,24.579892271001064,39,0.6302536479743862,,55.17317031414901
2008-05-23,4946.5498046875,2,1.2802679889930864,23.376897012536553,38,0.6151815003299093,,54.45815590767475
2008-05-26,4875.0498046875,1,1.3287669364614747,22.25310298312257,37,0.6014352157600694,2.0,0.8081948682014667
2008-05-29,4835.2998046875,0,0.007239929757535056,21.61396181685509,34,0.6357047593192674,1.0,0.03825221702296365
2008-06-02,4739.60009765625,2,1.9416792118240136,20.03122894173829,32,0.6259759044293216,,52.46961866858781
2008-06-04,4585.60009765625,0,1.0444519280049633,1.0761971520690032,1,1.0761971520690032,1.0,1.0761971520690032
2008-06-09,4500.9501953125,1,2.4554327287749906,2.9138378549841795,1,2.9138378549841795,2.0,2.9138378549841795
2008-06-19,4504.25,3,1.4365719982199248,15.852806767566744,19,0.8343582509245655,34.0,15.852806767566744
2008-06-20,4347.5498046875,2,3.149965681790247,12.819861267942095,18,0.7122145148856719,23.0,12.819861267942095
2008-06-23,4266.39990234375,1,1.550678276679106,11.16163421319868,17,0.6565667184234517,3.0,4.059627675238026
2008-06-24,4191.10009765625,0,0.8141025285469176,2.3359057097949725,1,2.3359057097949725,1.0,2.3359057097949725
2008-06-27,4136.64990234375,2,2.2068581006205674,6.971822831328992,3,2.3239409437763308,8.0,6.971822831328992
2008-06-30,4040.550048828125,1,1.9093547959595651,4.759254222921889,2,2.3796271114609446,2.0,4.759254222921889
2008-07-01,3896.75,0,3.106893917719199,1.2446269327003272,1,1.2446269327003272,1.0,1.2446269327003272
2008-07-08,3988.550048828125,0,0.3360807389274113,0.0,0,0.0,1.0,0.0
2008-07-11,4049.0,3,1.4937695553354742,6.39170286066004,3,2.1305676202200132,5.0,6.39170286066004
2008-07-15,3861.10009765625,1,3.5749491750952114,1.8362680244268343,1,1.8362680244268343,2.0,1.8362680244268343
2008-07-16,3816.699951171875,0,0.4901590099889193,0.0,0,0.0,1.0,0.0
2008-07-25,4311.85009765625,0,1.6872441682296617,3.541407791414218,2,1.770703895707109,1.0,0.6864825303722742
2008-07-29,4189.85009765625,0,2.157741896053477,0.0,0,0.0,1.0,0.0
2008-08-14,4430.7001953125,2,1.4797888640280172,5.165100042164082,9,0.573900004684898,12.0,5.165100042164082
2008-08-18,4393.0498046875,1,0.637833085948544,4.352322771921112,8,0.544040346490139,2.0,1.7413870409202392
2008-08-19,4368.25,0,0.2648514765940838,3.80930355047788,7,0.54418622149684,1.0,0.06409442425456419
2008-08-21,4283.85009765625,0,1.8692252575431951,0.8368662964155551,1,0.8368662964155551,1.0,0.8368662964155551
2008-08-28,4214.0,0,1.6029772199259207,0.0,0,0.0,1.0,0.0
2008-09-05,4352.2998046875,0,1.5194286089302063,0.0,0,0.0,1.0,0.0
2008-09-10,4400.25,3,0.4231818528377317,48.80404522470314,31,1.5743240395065528,167.0,48.80404522470314
2008-09-11,4290.2998046875,2,2.1004778467603478,47.49201448489245,30,1.583067149496415,157.0,47.49201448489245
2008-09-12,4228.4501953125,1,1.0367984246094435,46.723979331781806,29,1.6111717010959243,5.0,10.14319967537604
2008-09-15,4072.89990234375,0,3.029653773285389,6.711430677643854,3,2.237143559214618,1.0,3.7700362977037507
2008-09-23,4126.89990234375,0,1.7965924651267093,45.41302058912024,22,2.0642282085963743,1.0,0.2677507317593187
2008-09-25,4110.5498046875,2,0.12877759983941653,45.19589575508713,20,2.2597947877543563,147.0,45.19589575508713
2008-09-26,3985.25,1,2.262415695892091,43.47280597202183,19,2.2880424195800964,146.0,43.47280597202183
2008-09-29,3850.050048828125,0,3.0299607306453833,3.5064479237378015,1,3.5064479237378015,1.0,3.5064479237378015
2008-10-03,3818.300048828125,1,1.112332824134024,41.00123166875291,15,2.7334154445835273,142.0,41.00123166875291
2008-10-06,3602.35009765625,0,5.322154481847734,37.46443463488801,14,2.6760310453491436,1.0,1.8140962395289641
2008-10-08,3513.64990234375,1,0.6601667417656206,35.885758040454675,12,2.9904798367045564,3.0,8.956497087599908
2008-10-10,3279.949951171875,0,1.4867320646335997,0.2149437928345866,1,0.2149437928345866,1.0,0.2149437928345866
2008-10-15,3338.39990234375,2,4.384937638729772,32.52006752041782,8,4.065008440052227,111.0,32.52006752041782
2008-10-16,3269.300048828125,1,1.661879026891929,31.093813160174932,7,4.441973308596419,110.0,31.093813160174932
2008-10-17,3074.35009765625,0,0.8242138614921883,0.5009236422395549,1,0.5009236422395549,1.0,0.5009236422395549
2008-10-22,3065.14990234375,3,1.6745053868587367,26.504410166776932,3,8.834803388925645,7.0,26.504410166776932
2008-10-23,2943.14990234375,2,3.5601987268496207,23.457857236356073,2,11.728928618178037,5.0,23.457857236356073
2008-10-24,2584.0,1,11.42039022664158,12.819272445820435,1,12.819272445820435,2.0,12.819272445820435
2008-10-27,2524.199951171875,0,0.03366656659516631,0.0,0,0.0,1.0,0.0
2008-11-06,2892.64990234375,0,2.6371624926371595,1.12525904573266,1,1.12525904573266,1.0,1.12525904573266
2008-11-11,2938.64990234375,6,1.1653767166227222,14.828237948741807,6,2.4713729914569678,21.0,14.828237948741807
2008-11-12,2848.449951171875,5,2.431964965575122,12.131160973566095,5,2.426232194713219,17.0,12.131160973566095
2008-11-18,2683.14990234375,2,0.4212320525607719,6.717850532411565,2,3.3589252662057825,3.0,6.717850532411565
2008-11-19,2635.0,1,1.0997278193577498,5.013286438567363,1,5.013286438567363,2.0,5.013286438567363
2008-11-20,2553.14990234375,0,2.473356599388338,0.522877779458623,1,0.522877779458623,1.0,0.522877779458623
2008-12-01,2682.89990234375,2,0.2750677006305839,4.182040152666837,1,4.182040152666837,3.0,4.182040152666837
2008-12-02,2657.800048828125,1,0.43828249379565465,1.7251146366885721,1,1.7251146366885721,2.0,1.7251146366885721
2008-12-17,2954.35009765625,0,0.30202649156012307,1.0730006351531747,1,1.0730006351531747,1.0,1.0730006351531747
2008-12-23,2968.64990234375,2,1.9535684500457149,5.246492686019842,3,1.7488308953399472,4.0,5.246492686019842
2008-12-24,2916.85009765625,1,1.3594613046135688,3.5637825679155113,2,1.7818912839577556,2.0,3.5637825679155113
2008-12-26,2857.25,0,1.4894223964947517,1.5521952106483505,1,1.5521952106483505,1.0,1.5521952106483505
2009-01-07,2920.39990234375,3,4.4403059774308336,8.860087955500262,11,0.8054625414091148,22.0,8.860087955500262
2009-01-09,2873.0,2,0.5262776618255839,7.356425257788027,10,0.7356425257788027,14.0,7.356425257788027
2009-01-12,2773.10009765625,1,1.3219429710435013,2.5729362498148984,3,0.8576454166049662,2.0,1.8859776779182116
2009-01-13,2744.949951171875,0,0.130981702799443,1.573797407615103,2,0.7868987038075514,1.0,0.0
2009-01-15,2736.699951171875,0,0.4257004652742727,0.4567544934784468,1,0.4567544934784468,1.0,0.4567544934784468
2009-01-20,2796.60009765625,1,0.8262635375154432,4.825509211188181,3,1.6085030703960603,5.0,4.825509211188181
2009-01-21,2706.14990234375,0,1.8799890375725163,1.6444026238701452,2,0.8222013119350726,1.0,0.9145834818154178
2009-01-23,2678.550048828125,0,0.10628230101500372,0.0,0,0.0,1.0,0.0
2009-02-02,2766.64990234375,0,0.2685625986890104,0.496990963271203,1,0.496990963271203,1.0,0.496990963271203
2009-02-05,2780.050048828125,0,0.023371897549611945,0.050364074739057456,1,0.050364074739057456,1.0,0.050364074739057456
2009-02-16,2848.5,1,1.6690576324735802,10.849571663265754,13,0.8345824356358272,22.0,10.849571663265754
2009-02-17,2770.5,0,2.4162620301017617,1.2218046437917343,1,1.2218046437917343,1.0,1.2218046437917343
2009-02-20,2736.449951171875,1,1.125529172757097,2.152420230398379,1,2.152420230398379,2.0,2.152420230398379
2009-03-02,2674.60009765625,1,1.2497869307490455,5.053097343517147,4,1.2632743358792868,7.0,5.053097343517147
2009-03-03,2622.39990234375,0,1.39685833326372,3.163131263761073,3,1.0543770879203576,1.0,0.3984880857620317
2009-03-05,2576.699951171875,0,1.349566441125136,1.4456475610619242,1,1.4456475610619242,1.0,1.4456475610619242
2009-03-30,2978.14990234375,0,2.544258728512964,0.4180431334929485,2,0.20902156674647426,1.0,0.39454024764680123
2009-04-28,3362.35009765625,0,2.1235394328003525,0.0,0,0.0,1.0,0.0
2009-05-11,3554.60009765625,0,0.7884784244386881,0.5739083419770898,1,0.5739083419770898,1.0,0.5739083419770898
2009-05-14,3593.449951171875,0,0.46396322160945497,0.0,0,0.0,1.0,0.0
2009-05-21,4210.89990234375,0,0.7962939998937093,1.307316867277224,1,1.307316867277224,1.0,1.307316867277224
2009-05-26,4116.7001953125,0,2.1022068509860317,0.035227129586732395,1,0.035227129586732395,1.0,0.035227129586732395
2009-06-08,4429.89990234375,0,2.8946018109630933,1.4627825936476813,1,1.4627825936476813,1.0,1.4627825936476813
2009-06-12,4583.39990234375,1,0.059963151195616474,14.501241796594645,21,0.690535323647364,35.0,14.501241796594645
2009-06-15,4484.0,0,1.7991065580563494,12.60593220338983,20,0.6302966101694916,1.0,1.7406290073037467
2009-06-17,4356.14990234375,1,1.1302963211370987,4.887341049241738,4,1.2218352623104345,7.0,4.887341049241738
2009-06-18,4251.39990234375,0,1.8786905929899271,2.5438656637341537,3,0.8479552212447179,1.0,1.0514114893451343
2009-06-30,4291.10009765625,0,1.3744238210418709,0.9647852858608952,1,0.9647852858608952,1.0,0.9647852858608952
2009-07-06,4165.7001953125,0,3.099593946105574,5.928179747317952,5,1.1856359494635904,1.0,0.24486148388637957
2009-07-08,4078.89990234375,0,1.8433425016544338,3.9263013601223045,3,1.3087671200407682,1.0,0.9573611910667837
2009-07-10,4003.89990234375,1,0.8898893385513682,2.1266741032638223,1,2.1266741032638223,2.0,2.1266741032638223
2009-07-13,3974.050048828125,0,0.06915107539315093,0.0,0,0.0,1.0,0.0
2009-07-22,4398.89990234375,0,0.8497541920087887,0.0,0,0.0,1.0,0.0
2009-07-29,4513.5,0,0.34553730128586535,0.8640744433366567,1,0.8640744433366567,1.0,0.8640744433366567
2009-08-06,4585.5,2,0.9579164923439134,5.060512587231491,9,0.5622791763590546,5.0,4.930762134036637
2009-08-07,4481.39990234375,1,1.706446079045611,2.7223636064300933,3,0.9074545354766977,4.0,2.7223636064300933
2009-08-10,4437.64990234375,0,0.5891708423711219,1.763320715288337,2,0.8816603576441685,1.0,0.8732099388808059
2009-08-17,4387.89990234375,0,3.760408646851545,0.7851069486076713,2,0.39255347430383564,1.0,0.34754667014747476
2009-09-01,4625.35009765625,2,0.20819638282092773,1.0539742715843827,1,1.0539742715843827,3.0,1.0539742715843827
2009-09-23,4969.9501953125,0,0.1436559884965331,1.3259768817634263,1,1.3259768817634263,1.0,1.3259768817634263
2009-10-05,5003.2001953125,0,1.0648423775673619,1.641956895947652,1,1.641956895947652,1.0,1.641956895947652
2009-10-09,4945.2001953125,0,0.7127511917583438,0.0,0,0.0,1.0,0.0
2009-10-21,5063.60009765625,1,0.7652848115165345,10.370094152958467,8,1.2962617691198084,22.0,10.370094152958467
2009-10-22,4988.60009765625,0,1.2481032119475972,9.022573243898956,7,1.2889390348427079,1.0,0.10724647298875668
2009-10-26,4970.89990234375,5,0.24783219096473183,8.698624209670285,5,1.739724841934057,11.0,8.698624209670285
2009-10-27,4846.7001953125,4,2.3108609569381287,6.358969667869631,4,1.5897424169674077,8.0,6.358969667869631
2009-10-28,4826.14990234375,3,0.06936738081064292,5.960235553480363,3,1.9867451844934543,7.0,5.960235553480363
2009-10-29,4750.5498046875,2,0.7012874372170103,4.463689749726749,2,2.2318448748633744,4.0,4.463689749726749
2009-10-30,4711.7001953125,1,0.5634751726641635,3.675959592777372,1,3.675959592777372,3.0,3.675959592777372
2009-11-03,4563.89990234375,0,2.636802083333333,0.0,0,0.0,1.0,0.0
2009-11-19,4989.0,0,1.0442990561338708,1.1264821670174385,1,1.1264821670174385,1.0,1.1264821670174385
2009-11-26,5005.5498046875,1,1.4335422247148466,3.972582775797879,1,3.972582775797879,2.0,3.972582775797879
2009-11-27,4941.75,0,0.8884749736324884,0.0,0,0.0,1.0,0.0
2009-12-07,5066.7001953125,0,0.298117851818123,0.1539521319214132,1,0.1539521319214132,1.0,0.1539521319214132
2009-12-15,5033.0498046875,0,1.1217763474894593,0.6208959023392835,1,0.6208959023392835,1.0,0.6208959023392835
2009-12-18,4987.7001953125,1,0.5076590073508822,0.8771577738597193,1,0.8771577738597193,3.0,0.8771577738597193
2009-12-21,4952.60009765625,0,0.5312199730629138,0.0,0,0.0,1.0,0.0
2009-12-30,5169.4501953125,0,0.12364929862725411,0.04546126894463549,2,0.022730634472317744,1.0,0.013544870074092517
2010-01-12,5210.39990234375,0,0.33283413661227806,0.7840107942170571,1,0.7840107942170571,1.0,0.7840107942170571
2010-01-19,5225.64990234375,5,0.06311578510938108,10.5297907491508,13,0.8099839037808307,38.0,10.5297907491508
2010-01-21,5094.14990234375,3,2.0619448997119636,8.22021353960037,11,0.74729213996367,29.0,8.22021353960037
2010-01-22,5036.0,2,0.972385795029132,7.160446736621326,10,0.7160446736621326,25.0,7.160446736621326
2010-01-27,4853.10009765625,0,2.6078348024739335,1.7947311183281387,2,0.8973655591640693,1.0,0.5800395989636538
2010-02-05,4718.64990234375,0,2.3528964792440434,0.9165757344811226,1,0.9165757344811226,1.0,0.9165757344811226
2010-02-19,4844.89990234375,0,0.5909327987891002,0.24252307037996523,2,0.12126153518998262,1.0,0.0
2010-03-22,5205.2001953125,0,0.6091138559300424,0.22670200042212893,1,0.22670200042212893,1.0,0.22670200042212893
2010-03-31,5249.10009765625,0,0.04284612448528629,0.0,0,0.0,1.0,0.0
2010-04-08,5304.4501953125,0,0.75957401443472,0.041478291462596725,1,0.041478291462596725,1.0,0.041478291462596725
2010-04-13,5322.9501953125,3,0.03661490482463038,10.078997178528045,29,0.34755162684579466,48.0,10.078997178528045
2010-04-15,5273.60009765625,2,0.5300204957099368,2.1370637368310774,2,1.0685318684155387,6.0,2.1370637368310774
2010-04-16,5262.60009765625,1,0.05127356715464809,1.9325085209836323,1,1.9325085209836323,4.0,1.9325085209836323
2010-04-19,5203.64990234375,0,0.6472473505342189,0.0,0,0.0,1.0,0.0
2010-04-28,5215.4501953125,0,1.6212643568588667,0.01247045989595592,1,0.01247045989595592,1.0,0.01247045989595592
2010-05-03,5222.75,4,0.5985724590501535,8.35383284069695,16,0.5221145525435594,32.0,8.35383284069695
2010-05-04,5148.5,3,1.1813669157658229,3.183449593935127,3,1.0611498646450424,4.0,3.183449593935127
2010-05-05,5124.89990234375,2,0.19377771742629188,2.7376106335918338,2,1.3688053167959169,3.0,2.7376106335918338
2010-05-07,5018.0498046875,0,0.3910514676690983,0.0,0,0.0,1.0,0.0
2010-05-14,5093.5,1,1.0577063344956208,6.028267491656032,7,0.861181070236576,14.0,6.028267491656032
2010-05-17,5059.89990234375,0,0.217913656082931,5.404251315418075,6,0.9007085525696792,1.0,0.7045574622382734
2010-05-19,4919.64990234375,0,2.0819047152560084,1.5722683359927696,2,0.7861341679963848,1.0,0.0
2010-05-25,4806.75,0,2.370292999482507,0.0,0,0.0,1.0,0.0
2010-06-01,4970.2001953125,0,1.3565333682206038,0.0633855881292508,1,0.0633855881292508,1.0,0.0633855881292508
2010-06-07,5034.0,1,1.1312769375341223,1.324993947407628,1,1.324993947407628,3.0,1.324993947407628
2010-06-08,4987.10009765625,0,0.34270674614078034,0.1403621315579717,1,0.1403621315579717,1.0,0.1403621315579717
2010-06-25,5269.0498046875,0,0.29330786108309914,1.1206917162743002,3,0.37356390542476675,1.0,0.0
2010-06-29,5256.14990234375,0,0.27700227968031116,0.8780172407786823,1,0.8780172407786823,1.0,0.8780172407786823
2010-07-26,5418.60009765625,0,0.3044958278034499,1.280771806241396,4,0.320192951560349,1.0,0.21038464065065238
2010-07-28,5397.5498046875,0,0.1784729670886963,0.8957695829505974,2,0.4478847914752987,1.0,0.2964307987691898
2010-07-30,5367.60009765625,0,0.2592135637042579,0.30367934779395145,1,0.30367934779395145,1.0,0.30367934779395145
2010-08-06,5439.25,0,0.07073354498675888,0.11030932573424646,1,0.11030932573424646,1.0,0.11030932573424646
2010-08-11,5420.60009765625,1,0.4545162304743771,0.8882762328209561,1,0.8882762328209561,2.0,0.8882762328209561
2010-08-24,5505.10009765625,1,0.25908259848009474,2.8373724826366176,5,0.5674744965273235,9.0,2.8373724826366176
2010-08-25,5462.35009765625,0,0.47554585953137024,2.0769484431468146,4,0.5192371107867036,1.0,0.14004782203602018
2010-08-27,5408.7001953125,0,0.8433094093701086,1.1056314975745278,2,0.5528157487872639,1.0,0.33927000931117024
2010-10-07,6120.2998046875,1,0.46027213543352136,1.0187345614547643,3,0.3395781871515881,2.0,0.8708691794261125
2010-10-08,6103.4501953125,0,0.0663087136717151,0.7454799915455094,2,0.3727399957727547,1.0,0.0
2010-10-12,6090.89990234375,0,0.24648568179124708,0.018879022183692806,1,0.018879022183692806,1.0,0.018879022183692806
2010-10-15,6062.64990234375,0,1.5467935742792283,1.5818149470692051,3,0.5272716490230683,1.0,1.279140407852351
2010-10-20,5982.10009765625,0,0.4335744798467512,0.0,0,0.0,1.0,0.0
2010-10-26,6082.0,2,0.20674199216279202,2.3824383811862875,3,0.7941461270620959,4.0,2.3824383811862875
2010-10-27,6012.64990234375,1,1.020634950107641,1.25651428096704,2,0.62825714048352,2.0,1.25651428096704
2010-11-11,6194.25,1,1.1963153487259242,14.381888003491142,60,0.23969813339151902,,25.07647906828914
2010-11-12,6071.64990234375,0,1.745288415830569,6.280003142808225,9,0.6977781269786916,1.0,0.5311571075195065
2010-11-16,5988.7001953125,0,0.839482528911103,4.981884013659188,7,0.7116977162370269,1.0,1.3684137231755964
2010-11-19,5890.2998046875,0,0.27849824882549623,3.394559082920194,5,0.6789118165840388,1.0,0.0
2010-11-25,5799.75,1,0.5802608524682703,1.88628651827665,1,1.88628651827665,2.0,1.88628651827665
2010-11-26,5751.9501953125,0,0.49131803202136953,0.0,0,0.0,1.0,0.0
2010-12-07,5976.5498046875,2,0.08610245343014772,4.273366920550648,3,1.4244556401835495,9.0,4.273366920550648
2010-12-08,5903.7001953125,1,0.6060911967982916,3.0921335252371684,2,1.5460667626185842,3.0,3.0921335252371684
2010-12-09,5766.5,0,1.9069182423370388,0.7864406079294198,1,0.7864406079294198,1.0,0.7864406079294198
2011-01-04,6146.35009765625,5,0.01382902181871733,15.759758018228077,27,0.5836947414158546,,26.27901388058605
2011-01-05,6079.7998046875,4,0.728236208729315,14.837653185216476,26,0.5706789686621722,,25.47205421385335
2011-01-06,6048.25,3,0.2325846813383675,14.393416354937377,25,0.5757366541974951,,25.0832901691605
2011-01-07,5904.60009765625,2,1.9543980015680653,12.310738920867527,24,0.5129474550361469,59.0,12.310738920867527
2011-01-10,5762.85009765625,1,2.0523148751748295,10.153828269483018,23,0.4414707943253486,2.0,1.1218390422829687
2011-01-14,5654.5498046875,0,1.4320147092944773,0.5376184381389503,1,0.5376184381389503,1.0,0.5376184381389503
2011-01-25,5687.39990234375,4,0.18165236551709008,8.961910816596617,12,0.7468259013830515,43.0,8.961910816596617
2011-01-27,5604.2998046875,3,1.3440380760790964,7.612005500101676,11,0.6920005000092433,40.0,7.612005500101676
2011-01-28,5512.14990234375,2,1.4799111712937292,6.067500212377079,10,0.6067500212377079,4.0,1.9983110817961354
2011-02-04,5395.75,0,0.4106681432262828,4.041139872816569,5,0.8082279745633137,1.0,0.34841874971042025
2011-02-08,5312.5498046875,2,1.1977122399449183,2.538321791468499,3,0.846107263822833,4.0,2.538321791468499
2011-02-09,5253.5498046875,1,0.9399649012743613,1.4437782488960682,2,0.7218891244480341,2.0,1.4437782488960682
2011-02-18,5458.9501953125,0,0.08144575009676878,0.8399068688265491,1,0.8399068688265491,1.0,0.8399068688265491
2011-02-24,5262.7001953125,0,3.0372749271250856,0.5691032017969921,1,0.5691032017969921,1.0,0.5691032017969921
2011-03-07,5463.14990234375,0,1.1033506677107423,0.0,0,0.0,1.0,0.0
2011-03-11,5445.4501953125,0,0.4205944861620093,1.318537318191918,2,0.659268659095959,1.0,0.20567987789404896
2011-03-17,5446.64990234375,2,0.535072305694663,1.8075277243151993,2,0.9037638621575996,4.0,1.8075277243151993
2011-03-18,5373.7001953125,1,1.133324960692608,0.4745333582666884,1,0.4745333582666884,2.0,0.4745333582666884
2011-03-21,5364.75,0,0.030745050197049477,0.0,0,0.0,1.0,0.0
2011-04-08,5842.0,1,0.4133816322181973,2.5462170489558367,5,0.5092434097911673,2.0,1.8221532918948988
2011-04-11,5785.7001953125,0,0.6234937253091721,0.8667989859832559,1,0.8667989859832559,1.0,0.8667989859832559
2011-04-18,5729.10009765625,0,1.3321408959762389,0.6257544299307342,1,0.6257544299307342,1.0,0.6257544299307342
2011-04-28,5785.4501953125,5,0.5927885779467145,10.190223285413756,36,0.2830617579281599,,21.680253923627447
2011-04-29,5749.5,4,0.4751675950880359,9.628665060548744,35,0.27510471601567843,,21.19054000619619
2011-05-02,5701.2998046875,3,0.08324497967224001,8.864643496351828,34,0.2607248087162302,47.0,8.864643496351828
2011-05-03,5565.25,2,2.1528946869143515,6.6367206802255065,33,0.20111274788562142,20.0,4.250479397825794
2011-05-04,5537.14990234375,1,0.3186439778090181,1.6885943427398193,1,1.6885943427398193,2.0,1.6885943427398193
2011-05-05,5459.85009765625,0,0.7841159793521716,0.0,0,0.0,1.0,0.0
2011-05-12,5486.14990234375,0,0.7031691883484164,0.2551880690321464,1,0.2551880690321464,1.0,0.2551880690321464
2011-05-17,5438.9501953125,1,0.887441945056491,2.027045588595714,6,0.337840931432619,3.0,0.6931520598403623
2011-05-18,5420.60009765625,0,0.008295570921727101,0.17249192871270433,1,0.17249192871270433,1.0,0.17249192871270433
2011-05-23,5386.5498046875,0,0.8504016439648429,1.0739640674009538,2,0.5369820337004769,1.0,0.3545796487090694
2011-05-25,5348.9501953125,0,0.34467017534986005,0.0,0,0.0,1.0,0.0
2011-06-02,5550.35009765625,1,0.16368700746564524,6.386087167045083,12,0.5321739305870903,3.0,1.27019014583909
2011-06-03,5516.75,0,0.09417316579411324,0.668870301241673,1,0.668870301241673,1.0,0.668870301241673
2011-06-10,5485.7998046875,1,0.29534447300269306,5.284551253511596,6,0.8807585422519327,2.0,0.8904737889497725
2011-06-15,5447.5,3,0.6691986799436805,4.618634192863699,3,1.5395447309545665,7.0,4.618634192863699
2011-06-16,5396.75,2,0.775888614476922,3.721686156598879,2,1.8608430782994394,6.0,3.721686156598879
2011-06-17,5366.39990234375,1,0.4341516047293471,3.177176563482251,1,3.177176563482251,5.0,3.177176563482251
2011-06-20,5257.89990234375,0,1.8288449737486783,0.017115242976551558,1,0.017115242976551558,1.0,0.017115242976551558
2011-07-05,5632.10009765625,1,0.017752214281014953,0.37907880339581784,1,0.37907880339581784,2.0,0.37907880339581784
2011-07-11,5616.10009765625,1,0.6184639711060324,2.121577255958712,1,2.121577255958712,8.0,2.121577255958712
2011-07-12,5526.14990234375,0,1.3487028997369486,0.0,0,0.0,1.0,0.0
2011-07-21,5541.60009765625,0,0.2430199233618811,0.0,0,0.0,1.0,0.0
2011-07-26,5574.85009765625,3,0.7451011483784842,15.33404634531145,22,0.6970021066050659,136.0,18.721583128329982
